"variable" "mean" "activity" "subject"
"fBodyGyroMag_meanFreq" 0.0671727851545073 "WALKING_DOWNSTAIRS" NA
"fBodyGyroJerkMag_mean" -0.438007290282333 "WALKING_DOWNSTAIRS" NA
"fBodyGyroJerkMag_std" -0.486442976081671 "WALKING_DOWNSTAIRS" NA
"fBodyGyroJerkMag_meanFreq" 0.0957588246085356 "WALKING_DOWNSTAIRS" NA
"tBodyAcc_mean_X" 0.26229464948342 "WALKING_UPSTAIRS" NA
"tBodyAcc_mean_Y" -0.0259232890342181 "WALKING_UPSTAIRS" NA
"tBodyAcc_mean_Z" -0.120537934670272 "WALKING_UPSTAIRS" NA
"tBodyAcc_std_X" -0.237989747950635 "WALKING_UPSTAIRS" NA
"tBodyAcc_std_Y" -0.0160325123253303 "WALKING_UPSTAIRS" NA
"tBodyAcc_std_Z" -0.175449700484728 "WALKING_UPSTAIRS" NA
"tGravityAcc_mean_X" 0.875003375958549 "WALKING_UPSTAIRS" NA
"tGravityAcc_mean_Y" -0.281377193548575 "WALKING_UPSTAIRS" NA
"tGravityAcc_mean_Z" -0.14079566587547 "WALKING_UPSTAIRS" NA
"tGravityAcc_std_X" -0.948191332253886 "WALKING_UPSTAIRS" NA
"tGravityAcc_std_Y" -0.925549271962435 "WALKING_UPSTAIRS" NA
"tGravityAcc_std_Z" -0.901905618180052 "WALKING_UPSTAIRS" NA
"tBodyAccJerk_mean_X" 0.0767293215286917 "WALKING_UPSTAIRS" NA
"tBodyAccJerk_mean_Y" 0.00875888964679404 "WALKING_UPSTAIRS" NA
"tBodyAccJerk_mean_Z" -0.00600953398545337 "WALKING_UPSTAIRS" NA
"tBodyAccJerk_std_X" -0.360863432417876 "WALKING_UPSTAIRS" NA
"tBodyAccJerk_std_Y" -0.339226496686328 "WALKING_UPSTAIRS" NA
"tBodyAccJerk_std_Z" -0.627063649764249 "WALKING_UPSTAIRS" NA
"tBodyGyro_mean_X" 0.00682449600215674 "WALKING_UPSTAIRS" NA
"tBodyGyro_mean_Y" -0.0885225289752966 "WALKING_UPSTAIRS" NA
"tBodyGyro_mean_Z" 0.0598938080367487 "WALKING_UPSTAIRS" NA
"tBodyGyro_std_X" -0.46760713827921 "WALKING_UPSTAIRS" NA
"tBodyGyro_std_Y" -0.344231806672079 "WALKING_UPSTAIRS" NA
"tBodyGyro_std_Z" -0.237136760675842 "WALKING_UPSTAIRS" NA
"tBodyGyroJerk_mean_X" -0.112117464583562 "WALKING_UPSTAIRS" NA
"tBodyGyroJerk_mean_Y" -0.0386192672141386 "WALKING_UPSTAIRS" NA
"tBodyGyroJerk_mean_Z" -0.0525810278118912 "WALKING_UPSTAIRS" NA
"tBodyGyroJerk_std_X" -0.553132758357837 "WALKING_UPSTAIRS" NA
"tBodyGyroJerk_std_Y" -0.667339157124352 "WALKING_UPSTAIRS" NA
"tBodyGyroJerk_std_Z" -0.560989210937073 "WALKING_UPSTAIRS" NA
"tBodyAccMag_mean" -0.100204123946392 "WALKING_UPSTAIRS" NA
"tBodyAccMag_std" -0.249875157023391 "WALKING_UPSTAIRS" NA
"tGravityAccMag_mean" -0.100204123946392 "WALKING_UPSTAIRS" NA
"tGravityAccMag_std" -0.249875157023391 "WALKING_UPSTAIRS" NA
"tBodyAccJerkMag_mean" -0.390938624541516 "WALKING_UPSTAIRS" NA
"tBodyAccJerkMag_std" -0.385400351575259 "WALKING_UPSTAIRS" NA
"tBodyGyroMag_mean" -0.178281147518361 "WALKING_UPSTAIRS" NA
"tBodyGyroMag_std" -0.337142124176179 "WALKING_UPSTAIRS" NA
"tBodyGyroJerkMag_mean" -0.608047148013666 "WALKING_UPSTAIRS" NA
"tBodyGyroJerkMag_std" -0.666836734071891 "WALKING_UPSTAIRS" NA
"fBodyAcc_mean_X" -0.293406752279022 "WALKING_UPSTAIRS" NA
"fBodyAcc_mean_Y" -0.134950514403271 "WALKING_UPSTAIRS" NA
"fBodyAcc_mean_Z" -0.368122061042293 "WALKING_UPSTAIRS" NA
"fBodyAcc_std_X" -0.218887990072578 "WALKING_UPSTAIRS" NA
"fBodyAcc_std_Y" -0.0218110366534067 "WALKING_UPSTAIRS" NA
"fBodyAcc_std_Z" -0.146601790497137 "WALKING_UPSTAIRS" NA
"fBodyAcc_meanFreq_X" -0.436683976651101 "WALKING_UPSTAIRS" NA
"fBodyAcc_meanFreq_Y" -0.169851327169637 "WALKING_UPSTAIRS" NA
"fBodyAcc_meanFreq_Z" -0.265200271104081 "WALKING_UPSTAIRS" NA
"fBodyAccJerk_mean_X" -0.389896773119819 "WALKING_UPSTAIRS" NA
"fBodyAccJerk_mean_Y" -0.364666839787014 "WALKING_UPSTAIRS" NA
"fBodyAccJerk_mean_Z" -0.591670061637306 "WALKING_UPSTAIRS" NA
"fBodyAccJerk_std_X" -0.388992761276127 "WALKING_UPSTAIRS" NA
"fBodyAccJerk_std_Y" -0.357632925658886 "WALKING_UPSTAIRS" NA
"fBodyAccJerk_std_Z" -0.661590843134715 "WALKING_UPSTAIRS" NA
"fBodyAccJerk_meanFreq_X" -0.339080440587254 "WALKING_UPSTAIRS" NA
"fBodyAccJerk_meanFreq_Y" -0.452501330578951 "WALKING_UPSTAIRS" NA
"fBodyAccJerk_meanFreq_Z" -0.44116273987351 "WALKING_UPSTAIRS" NA
"fBodyGyro_mean_X" -0.394248174023122 "WALKING_UPSTAIRS" NA
"fBodyGyro_mean_Y" -0.45925346898967 "WALKING_UPSTAIRS" NA
"fBodyGyro_mean_Z" -0.296857721646179 "WALKING_UPSTAIRS" NA
"fBodyGyro_std_X" -0.49525397668763 "WALKING_UPSTAIRS" NA
"fBodyGyro_std_Y" -0.29318182767215 "WALKING_UPSTAIRS" NA
"fBodyGyro_std_Z" -0.292041341940868 "WALKING_UPSTAIRS" NA
"fBodyGyro_meanFreq_X" -0.212837257343873 "WALKING_UPSTAIRS" NA
"fBodyGyro_meanFreq_Y" -0.319518692055149 "WALKING_UPSTAIRS" NA
"fBodyGyro_meanFreq_Z" -0.26034110185728 "WALKING_UPSTAIRS" NA
"fBodyAccMag_mean" -0.26202811322658 "WALKING_UPSTAIRS" NA
"fBodyAccMag_std" -0.361753456901554 "WALKING_UPSTAIRS" NA
"fBodyAccMag_meanFreq" -0.0532170060678109 "WALKING_UPSTAIRS" NA
"fBodyAccJerkMag_mean" -0.353961999926425 "WALKING_UPSTAIRS" NA
"fBodyAccJerkMag_std" -0.434206731972435 "WALKING_UPSTAIRS" NA
"fBodyAccJerkMag_meanFreq" 0.0628726058822474 "WALKING_UPSTAIRS" NA
"fBodyGyroMag_mean" -0.449781382648834 "WALKING_UPSTAIRS" NA
"fBodyGyroMag_std" -0.381406363802979 "WALKING_UPSTAIRS" NA
"fBodyGyroMag_meanFreq" -0.168707548570072 "WALKING_UPSTAIRS" NA
"fBodyGyroJerkMag_mean" -0.658694456439443 "WALKING_UPSTAIRS" NA
"fBodyGyroJerkMag_std" -0.703083532121114 "WALKING_UPSTAIRS" NA
"fBodyGyroJerkMag_meanFreq" 0.094112452115136 "WALKING_UPSTAIRS" NA
"tBodyAcc_mean_X" 0.265696920582133 NA 1
"tBodyAcc_mean_Y" -0.0182981725176081 NA 1
"tBodyAcc_mean_Z" -0.10784573454611 NA 1
"tBodyAcc_std_X" -0.545795331328326 NA 1
"tBodyAcc_std_Y" -0.367716218227378 NA 1
"tBodyAcc_std_Z" -0.502645746562824 NA 1
"tGravityAcc_mean_X" 0.744867411573487 NA 1
"tGravityAcc_mean_Y" -0.0825562579855908 NA 1
"tGravityAcc_mean_Z" 0.072339870389049 NA 1
"tGravityAcc_std_X" -0.959859435936599 NA 1
"tGravityAcc_std_Y" -0.951150627458213 NA 1
"tGravityAcc_std_Z" -0.925817590867435 NA 1
"tBodyAccJerk_mean_X" 0.0770930495126801 NA 1
"tBodyAccJerk_mean_Y" 0.0165908438802305 NA 1
"tBodyAccJerk_mean_Z" -0.00910758730117003 NA 1
"tBodyAccJerk_std_X" -0.524721922818732 NA 1
"tBodyAccJerk_std_Y" -0.470412403511239 NA 1
"tBodyAccJerk_std_Z" -0.717322274881844 NA 1
"tBodyGyro_mean_X" -0.0208764064320173 NA 1
"tBodyGyro_mean_Y" -0.0880722729400576 NA 1
"tBodyGyro_mean_Z" 0.0862641666597983 NA 1
"tBodyGyro_std_X" -0.686555715201729 NA 1
"tBodyGyro_std_Y" -0.450979810499568 NA 1
"tBodyGyro_std_Z" -0.597496136795101 NA 1
"tBodyGyroJerk_mean_X" -0.0971120197265994 NA 1
"tBodyGyroJerk_mean_Y" -0.0417164808293948 NA 1
"tBodyGyroJerk_mean_Z" -0.0471393985477522 NA 1
"tBodyGyroJerk_std_X" -0.637812687210375 NA 1
"tBodyGyroJerk_std_Y" -0.634472244550432 NA 1
"tBodyGyroJerk_std_Z" -0.664591977786455 NA 1
"tBodyAccMag_mean" -0.453632943768818 NA 1
"tBodyAccMag_std" -0.497096402038329 NA 1
"tGravityAccMag_mean" -0.453632943768818 NA 1
"tGravityAccMag_std" -0.497096402038329 NA 1
"tBodyAccJerkMag_mean" -0.545431612066571 NA 1
"tBodyAccJerkMag_std" -0.515922167555159 NA 1
"tBodyGyroMag_mean" -0.475404785802305 NA 1
"tBodyGyroMag_std" -0.499839593745821 NA 1
"tBodyGyroJerkMag_mean" -0.639517432642651 NA 1
"tBodyGyroJerkMag_std" -0.652050770910663 NA 1
"fBodyAcc_mean_X" -0.531895161258213 NA 1
"fBodyAcc_mean_Y" -0.406435448904438 NA 1
"fBodyAcc_mean_Z" -0.596411165253602 NA 1
"fBodyAcc_std_X" -0.553060616663401 NA 1
"fBodyAcc_std_Y" -0.390150939647061 NA 1
"fBodyAcc_std_Z" -0.498583091676081 NA 1
"fBodyAcc_meanFreq_X" -0.180558714010749 NA 1
"fBodyAcc_meanFreq_Y" 0.0576291646962536 NA 1
"fBodyAcc_meanFreq_Z" 0.0583692776609798 NA 1
"fBodyAccJerk_mean_X" -0.547348892435764 NA 1
"fBodyAccJerk_mean_Y" -0.507343617969859 NA 1
"fBodyAccJerk_mean_Z" -0.695305113832853 NA 1
"fBodyAccJerk_std_X" -0.543979776127867 NA 1
"fBodyAccJerk_std_Y" -0.466251676533372 NA 1
"fBodyAccJerk_std_Z" -0.737861932680115 NA 1
"fBodyAccJerk_meanFreq_X" -0.0488005965884726 NA 1
"fBodyAccJerk_meanFreq_Y" -0.21527915818415 NA 1
"fBodyAccJerk_meanFreq_Z" -0.0964496376997118 NA 1
"fBodyGyro_mean_X" -0.623219182311527 NA 1
"fBodyGyro_mean_Y" -0.505309434070029 NA 1
"fBodyGyro_mean_Z" -0.553529065425648 NA 1
"fBodyGyro_std_X" -0.708263420861671 NA 1
"fBodyGyro_std_Y" -0.429825832648703 NA 1
"fBodyGyro_std_Z" -0.650476162132565 NA 1
"fBodyGyro_meanFreq_X" -0.0320324102759078 NA 1
"fBodyGyro_meanFreq_Y" -0.0901517235974063 NA 1
"fBodyGyro_meanFreq_Z" -0.0180063943472334 NA 1
"fBodyAccMag_mean" -0.478448523354179 NA 1
"fBodyAccMag_std" -0.589710231217867 NA 1
"fBodyAccMag_meanFreq" 0.142062162506138 NA 1
"fBodyAccJerkMag_mean" -0.499075765624092 NA 1
"fBodyAccJerkMag_std" -0.541823079570029 NA 1
"fBodyAccJerkMag_meanFreq" 0.200055179527839 NA 1
"fBodyGyroMag_mean" -0.535002770337752 NA 1
"fBodyGyroMag_std" -0.566576670397695 NA 1
"fBodyGyroMag_meanFreq" 0.0649309438160231 NA 1
"fBodyGyroJerkMag_mean" -0.645970655298847 NA 1
"fBodyGyroJerkMag_std" -0.685811262634006 NA 1
"fBodyGyroJerkMag_meanFreq" 0.198031580056455 NA 1
"tBodyAcc_mean_X" 0.273113115788079 NA 2
"tBodyAcc_mean_Y" -0.0191323183174834 NA 2
"tBodyAcc_mean_Z" -0.115649958175497 NA 2
"tBodyAcc_std_X" -0.605586497159271 NA 2
"tBodyAcc_std_Y" -0.428962986589404 NA 2
"tBodyAcc_std_Z" -0.589360062210596 NA 2
"tGravityAcc_mean_X" 0.660782866688742 NA 2
"tGravityAcc_mean_Y" -0.147219886910411 NA 2
"tGravityAcc_mean_Z" 0.134865335090728 NA 2
"tGravityAcc_std_X" -0.963015508245033 NA 2
"tGravityAcc_std_Y" -0.960033560165563 NA 2
"tGravityAcc_std_Z" -0.945365383907285 NA 2
"tBodyAccJerk_mean_X" 0.0785353156747351 NA 2
"tBodyAccJerk_mean_Y" 0.00708771249764901 NA 2
"tBodyAccJerk_mean_Z" 0.000755760748377483 NA 2
"tBodyAccJerk_std_X" -0.557809603123841 NA 2
"tBodyAccJerk_std_Y" -0.491875889831788 NA 2
"tBodyAccJerk_std_Z" -0.741885388311258 NA 2
"tBodyGyro_mean_X" -0.0517030657821192 NA 2
"tBodyGyro_mean_Y" -0.0568420186817881 NA 2
"tBodyGyro_mean_Z" 0.0872599422291391 NA 2
"tBodyGyro_std_X" -0.710648927815894 NA 2
"tBodyGyro_std_Y" -0.722943674337748 NA 2
"tBodyGyro_std_Z" -0.634888927843046 NA 2
"tBodyGyroJerk_mean_X" -0.0875587491668874 NA 2
"tBodyGyroJerk_mean_Y" -0.0433986835453642 NA 2
"tBodyGyroJerk_mean_Z" -0.0557541828188742 NA 2
"tBodyGyroJerk_std_X" -0.671679103311258 NA 2
"tBodyGyroJerk_std_Y" -0.783595466728477 NA 2
"tBodyGyroJerk_std_Z" -0.674611933293046 NA 2
"tBodyAccMag_mean" -0.535281800541722 NA 2
"tBodyAccMag_std" -0.552812545643709 NA 2
"tGravityAccMag_mean" -0.535281800541722 NA 2
"tGravityAccMag_std" -0.552812545643709 NA 2
"tBodyAccJerkMag_mean" -0.58777744543543 NA 2
"tBodyAccJerkMag_std" -0.512115278415232 NA 2
"tBodyGyroMag_mean" -0.614771054893146 NA 2
"tBodyGyroMag_std" -0.680584887880795 NA 2
"tBodyGyroJerkMag_mean" -0.746559539039735 NA 2
"tBodyGyroJerkMag_std" -0.740088733655629 NA 2
"fBodyAcc_mean_X" -0.57377091142947 NA 2
"fBodyAcc_mean_Y" -0.432566581302351 NA 2
"fBodyAcc_mean_Z" -0.630081222124834 NA 2
"fBodyAcc_std_X" -0.619788102803311 NA 2
"fBodyAcc_std_Y" -0.464723862913245 NA 2
"fBodyAcc_std_Z" -0.600678614835099 NA 2
"fBodyAcc_meanFreq_X" -0.106763418901788 NA 2
"fBodyAcc_meanFreq_Y" 0.105734176023146 NA 2
"fBodyAcc_meanFreq_Z" 0.087210586428 NA 2
"fBodyAccJerk_mean_X" -0.561682049622185 NA 2
"fBodyAccJerk_mean_Y" -0.50890379901457 NA 2
"fBodyAccJerk_mean_Z" -0.715745330403973 NA 2
"fBodyAccJerk_std_X" -0.595105612895033 NA 2
"fBodyAccJerk_std_Y" -0.509147543673841 NA 2
"fBodyAccJerk_std_Z" -0.767087015496689 NA 2
"fBodyAccJerk_meanFreq_X" 0.0868000536209801 NA 2
"fBodyAccJerk_meanFreq_Y" -0.139776595362185 NA 2
"fBodyAccJerk_meanFreq_Z" -0.0942651868218543 NA 2
"fBodyGyro_mean_X" -0.638717694593046 NA 2
"fBodyGyro_mean_Y" -0.722068978635762 NA 2
"fBodyGyro_mean_Z" -0.601594889654305 NA 2
"fBodyGyro_std_X" -0.734588540182119 NA 2
"fBodyGyro_std_Y" -0.72716774102649 NA 2
"fBodyGyro_std_Z" -0.683114494539735 NA 2
"fBodyGyro_meanFreq_X" -0.00576500648245033 NA 2
"fBodyGyro_meanFreq_Y" -0.0702155008665563 NA 2
"fBodyGyro_meanFreq_Z" 0.0513627291214901 NA 2
"fBodyAccMag_mean" -0.514569861316887 NA 2
"fBodyAccMag_std" -0.646662308457285 NA 2
"fBodyAccMag_meanFreq" 0.192199738218212 NA 2
"fBodyAccJerkMag_mean" -0.509746432970861 NA 2
"fBodyAccJerkMag_std" -0.518800797709272 NA 2
"fBodyAccJerkMag_meanFreq" 0.193066821118212 NA 2
"fBodyGyroMag_mean" -0.699742945221854 NA 2
"fBodyGyroMag_std" -0.725310337688742 NA 2
"fBodyGyroMag_meanFreq" 0.0471324812379801 NA 2
"fBodyGyroJerkMag_mean" -0.751615078360927 NA 2
"fBodyGyroJerkMag_std" -0.744194981440397 NA 2
"fBodyGyroJerkMag_meanFreq" 0.124612068599768 NA 2
"tBodyAcc_mean_X" 0.273428719636364 NA 3
"tBodyAcc_mean_Y" -0.017856067384956 NA 3
"tBodyAcc_mean_Z" -0.106492632429097 NA 3
"tBodyAcc_std_X" -0.623413602046921 NA 3
"tBodyAcc_std_Y" -0.480015920697654 NA 3
"tBodyAcc_std_Z" -0.653625579293255 NA 3
"tGravityAcc_mean_X" 0.707814353343108 NA 3
"tGravityAcc_mean_Y" -0.0260590480328739 NA 3
"tGravityAcc_mean_Z" 0.0480937904190616 NA 3
"tGravityAcc_std_X" -0.966457565630499 NA 3
"tGravityAcc_std_Y" -0.9445645371261 NA 3
"tGravityAcc_std_Z" -0.926966278211144 NA 3
"tBodyAccJerk_mean_X" 0.0701731261988856 NA 3
"tBodyAccJerk_mean_Y" 0.0144664329060411 NA 3
"tBodyAccJerk_mean_Z" -0.000526818872875366 NA 3
"tBodyAccJerk_std_X" -0.635484688041056 NA 3
"tBodyAccJerk_std_Y" -0.55721186773783 NA 3
"tBodyAccJerk_std_Z" -0.796066240234604 NA 3
"tBodyGyro_mean_X" -0.0248490682828446 NA 3
"tBodyGyro_mean_Y" -0.0743565308442815 NA 3
"tBodyGyro_mean_Z" 0.0866875497119062 NA 3
"tBodyGyro_std_X" -0.699262195705865 NA 3
"tBodyGyro_std_Y" -0.76302218170088 NA 3
"tBodyGyro_std_Z" -0.709483440322581 NA 3
"tBodyGyroJerk_mean_X" -0.0991554609633431 NA 3
"tBodyGyroJerk_mean_Y" -0.0401923943695015 NA 3
"tBodyGyroJerk_mean_Z" -0.0521178264170088 NA 3
"tBodyGyroJerk_std_X" -0.689328428607038 NA 3
"tBodyGyroJerk_std_Y" -0.842659862111437 NA 3
"tBodyGyroJerk_std_Z" -0.743028500565982 NA 3
"tBodyAccMag_mean" -0.563140802770059 NA 3
"tBodyAccMag_std" -0.591224780306452 NA 3
"tGravityAccMag_mean" -0.563140802770059 NA 3
"tGravityAccMag_std" -0.591224780306452 NA 3
"tBodyAccJerkMag_mean" -0.650182434328446 NA 3
"tBodyAccJerkMag_std" -0.607658214170381 NA 3
"tBodyGyroMag_mean" -0.643150121648094 NA 3
"tBodyGyroMag_std" -0.674010290979472 NA 3
"tBodyGyroJerkMag_mean" -0.784056656246334 NA 3
"tBodyGyroJerkMag_std" -0.80366136372434 NA 3
"fBodyAcc_mean_X" -0.625733289873607 NA 3
"fBodyAcc_mean_Y" -0.501779938505279 NA 3
"fBodyAcc_mean_Z" -0.699656828592375 NA 3
"fBodyAcc_std_X" -0.623805015199413 NA 3
"fBodyAcc_std_Y" -0.502753639795894 NA 3
"fBodyAcc_std_Z" -0.657443765803519 NA 3
"fBodyAcc_meanFreq_X" -0.192817340495308 NA 3
"fBodyAcc_meanFreq_Y" 0.0389282523284457 NA 3
"fBodyAcc_meanFreq_Z" 0.00447261449052786 NA 3
"fBodyAccJerk_mean_X" -0.645893496630499 NA 3
"fBodyAccJerk_mean_Y" -0.582949919157742 NA 3
"fBodyAccJerk_mean_Z" -0.780101644193548 NA 3
"fBodyAccJerk_std_X" -0.657844055881525 NA 3
"fBodyAccJerk_std_Y" -0.559851186088408 NA 3
"fBodyAccJerk_std_Z" -0.81080601659824 NA 3
"fBodyAccJerk_meanFreq_X" -0.0476941200470968 NA 3
"fBodyAccJerk_meanFreq_Y" -0.236874240885924 NA 3
"fBodyAccJerk_meanFreq_Z" -0.193657539305073 NA 3
"fBodyGyro_mean_X" -0.642097719778592 NA 3
"fBodyGyro_mean_Y" -0.775144985073314 NA 3
"fBodyGyro_mean_Z" -0.670734708996481 NA 3
"fBodyGyro_std_X" -0.719276622702346 NA 3
"fBodyGyro_std_Y" -0.758505287214076 NA 3
"fBodyGyro_std_Z" -0.751008875659824 NA 3
"fBodyGyro_meanFreq_X" -0.102568067670674 NA 3
"fBodyGyro_meanFreq_Y" -0.167675025582991 NA 3
"fBodyGyro_meanFreq_Z" -0.0321862688221114 NA 3
"fBodyAccMag_mean" -0.579076453758064 NA 3
"fBodyAccMag_std" -0.663079838985044 NA 3
"fBodyAccMag_meanFreq" 0.0770665587562757 NA 3
"fBodyAccJerkMag_mean" -0.604752108072727 NA 3
"fBodyAccJerkMag_std" -0.615643694857361 NA 3
"fBodyAccJerkMag_meanFreq" 0.11231984174566 NA 3
"fBodyGyroMag_mean" -0.716822144279179 NA 3
"fBodyGyroMag_std" -0.703839403007038 NA 3
"fBodyGyroMag_meanFreq" -0.0846075231245126 NA 3
"fBodyGyroJerkMag_mean" -0.810085498651026 NA 3
"fBodyGyroJerkMag_std" -0.810032718739003 NA 3
"fBodyGyroJerkMag_meanFreq" 0.0599628733252199 NA 3
"tBodyAcc_mean_X" 0.274183111498423 NA 4
"tBodyAcc_mean_Y" -0.0148081545344921 NA 4
"tBodyAcc_mean_Z" -0.107521430810726 NA 4
"tBodyAcc_std_X" -0.605211727785489 NA 4
"tBodyAcc_std_Y" -0.509929384011325 NA 4
"tBodyAcc_std_Z" -0.709492735962145 NA 4
"tGravityAcc_mean_X" 0.706593043123028 NA 4
"tGravityAcc_mean_Y" 0.112591195496986 NA 4
"tGravityAcc_mean_Z" 0.164130896618297 NA 4
"tGravityAcc_std_X" -0.962636979274448 NA 4
"tGravityAcc_std_Y" -0.941416800167192 NA 4
"tGravityAcc_std_Z" -0.941403426072555 NA 4
"tBodyAccJerk_mean_X" 0.0788637845151419 NA 4
"tBodyAccJerk_mean_Y" 0.00351340949514196 NA 4
"tBodyAccJerk_mean_Z" -0.00737375142832808 NA 4
"tBodyAccJerk_std_X" -0.631853083289621 NA 4
"tBodyAccJerk_std_Y" -0.584063204701893 NA 4
"tBodyAccJerk_std_Z" -0.843353231167192 NA 4
"tBodyGyro_mean_X" -0.0289417906907571 NA 4
"tBodyGyro_mean_Y" -0.0787229907785489 NA 4
"tBodyGyro_mean_Z" 0.0957174866009464 NA 4
"tBodyGyro_std_X" -0.701397703369085 NA 4
"tBodyGyro_std_Y" -0.79823574873817 NA 4
"tBodyGyro_std_Z" -0.726374197066246 NA 4
"tBodyGyroJerk_mean_X" -0.107859315713249 NA 4
"tBodyGyroJerk_mean_Y" -0.0400427574662461 NA 4
"tBodyGyroJerk_mean_Z" -0.0578089304000631 NA 4
"tBodyGyroJerk_std_X" -0.723788617823344 NA 4
"tBodyGyroJerk_std_Y" -0.902502592618297 NA 4
"tBodyGyroJerk_std_Z" -0.748369141315457 NA 4
"tBodyAccMag_mean" -0.56158213510694 NA 4
"tBodyAccMag_std" -0.606556049548896 NA 4
"tGravityAccMag_mean" -0.56158213510694 NA 4
"tGravityAccMag_std" -0.606556049548896 NA 4
"tBodyAccJerkMag_mean" -0.656116311856877 NA 4
"tBodyAccJerkMag_std" -0.647249966810726 NA 4
"tBodyGyroMag_mean" -0.656291093847319 NA 4
"tBodyGyroMag_std" -0.706738493542587 NA 4
"tBodyGyroJerkMag_mean" -0.819191368044164 NA 4
"tBodyGyroJerkMag_std" -0.844187064164038 NA 4
"fBodyAcc_mean_X" -0.628806379100946 NA 4
"fBodyAcc_mean_Y" -0.52583456615142 NA 4
"fBodyAcc_mean_Z" -0.755235428895899 NA 4
"fBodyAcc_std_X" -0.597551324155678 NA 4
"fBodyAcc_std_Y" -0.534661524341987 NA 4
"fBodyAcc_std_Z" -0.708764043722397 NA 4
"fBodyAcc_meanFreq_X" -0.184518571319811 NA 4
"fBodyAcc_meanFreq_Y" 0.0847707537883281 NA 4
"fBodyAcc_meanFreq_Z" -0.0164096855119621 NA 4
"fBodyAccJerk_mean_X" -0.652023078038801 NA 4
"fBodyAccJerk_mean_Y" -0.601696223759495 NA 4
"fBodyAccJerk_mean_Z" -0.825154871135647 NA 4
"fBodyAccJerk_std_X" -0.644622004704416 NA 4
"fBodyAccJerk_std_Y" -0.593855151524606 NA 4
"fBodyAccJerk_std_Z" -0.860544668359621 NA 4
"fBodyAccJerk_meanFreq_X" -0.000543991796466877 NA 4
"fBodyAccJerk_meanFreq_Y" -0.180584111376656 NA 4
"fBodyAccJerk_meanFreq_Z" -0.110565549338486 NA 4
"fBodyGyro_mean_X" -0.641881977553943 NA 4
"fBodyGyro_mean_Y" -0.831527531009464 NA 4
"fBodyGyro_mean_Z" -0.689308946422713 NA 4
"fBodyGyro_std_X" -0.721749187328076 NA 4
"fBodyGyro_std_Y" -0.782885735867508 NA 4
"fBodyGyro_std_Z" -0.7670895729653 NA 4
"fBodyGyro_meanFreq_X" -0.118518212447287 NA 4
"fBodyGyro_meanFreq_Y" -0.375332544565931 NA 4
"fBodyGyro_meanFreq_Z" 0.0241889403249211 NA 4
"fBodyAccMag_mean" -0.602098037677603 NA 4
"fBodyAccMag_std" -0.672948341687697 NA 4
"fBodyAccMag_meanFreq" 0.0963636689322397 NA 4
"fBodyAccJerkMag_mean" -0.63501900541041 NA 4
"fBodyAccJerkMag_std" -0.666506718936908 NA 4
"fBodyAccJerkMag_meanFreq" 0.160479882559811 NA 4
"fBodyGyroMag_mean" -0.745650754608833 NA 4
"fBodyGyroMag_std" -0.732586304826498 NA 4
"fBodyGyroMag_meanFreq" -0.129301517256877 NA 4
"fBodyGyroJerkMag_mean" -0.838833209652997 NA 4
"fBodyGyroJerkMag_std" -0.863096864037855 NA 4
"fBodyGyroJerkMag_meanFreq" 0.159075727514984 NA 4
"tBodyAcc_mean_X" 0.279177960301325 NA 5
"tBodyAcc_mean_Y" -0.0154833455336192 NA 5
"tBodyAcc_mean_Z" -0.105661736816887 NA 5
"tBodyAcc_std_X" -0.507691011391722 NA 5
"tBodyAcc_std_Y" -0.402724906078146 NA 5
"tBodyAcc_std_Z" -0.646443640175497 NA 5
"tGravityAcc_mean_X" 0.698153719072848 NA 5
"tGravityAcc_mean_Y" 0.112313109736755 NA 5
"tGravityAcc_mean_Z" 0.0921607197449904 NA 5
"tGravityAcc_std_X" -0.964629108807947 NA 5
"tGravityAcc_std_Y" -0.939973777950331 NA 5
"tGravityAcc_std_Z" -0.94207867884106 NA 5
"tBodyAccJerk_mean_X" 0.0841019899622517 NA 5
"tBodyAccJerk_mean_Y" 0.0017656830384106 NA 5
"tBodyAccJerk_mean_Z" -0.0029537113427351 NA 5
"tBodyAccJerk_std_X" -0.575890535679801 NA 5
"tBodyAccJerk_std_Y" -0.506544358609603 NA 5
"tBodyAccJerk_std_Z" -0.78456199486755 NA 5
"tBodyGyro_mean_X" -0.0294516873643046 NA 5
"tBodyGyro_mean_Y" -0.0774316445596026 NA 5
"tBodyGyro_mean_Z" 0.0866267116745033 NA 5
"tBodyGyro_std_X" -0.709955676983444 NA 5
"tBodyGyro_std_Y" -0.705638306688742 NA 5
"tBodyGyro_std_Z" -0.606589817380795 NA 5
"tBodyGyroJerk_mean_X" -0.103522877147351 NA 5
"tBodyGyroJerk_mean_Y" -0.0490624519374172 NA 5
"tBodyGyroJerk_mean_Z" -0.0506258160122517 NA 5
"tBodyGyroJerk_std_X" -0.662581310334437 NA 5
"tBodyGyroJerk_std_Y" -0.774114270364238 NA 5
"tBodyGyroJerk_std_Z" -0.564680771249007 NA 5
"tBodyAccMag_mean" -0.460866415568709 NA 5
"tBodyAccMag_std" -0.52162345171192 NA 5
"tGravityAccMag_mean" -0.460866415568709 NA 5
"tGravityAccMag_std" -0.52162345171192 NA 5
"tBodyAccJerkMag_mean" -0.589313870006622 NA 5
"tBodyAccJerkMag_std" -0.589031268133113 NA 5
"tBodyGyroMag_mean" -0.602770284825828 NA 5
